peak_ground_acceleration,density,internal_friction_angle,rock_cohesion,slope,m_before,m_after,time
0.9,26.5,44,40,47.2958984,0,0.737017301,2011
0.88,26.5,44,40,39.9238014,0,0.833958769,2011
0.9,26.2,42,39,39.3053017,0,0.862284336,2011
0.9,26.2,42,39,32.6985016,0,0.862284336,2011
0.9,26.2,42,39,36.8077011,0,0.862284336,2011
0.88,26.5,44,40,32.0071983,0,0.804695506,2011
0.88,26.5,44,40,41.8336983,0,0.804695506,2011
0.7,26.5,44,40,53.3226013,0,0.89408839,2011
0.88,26.5,44,40,36.5514984,0,0.804695506,2011
0.7,26.5,44,40,45.9029999,0,0.863069405,2011
0.7,26.5,44,40,41.7501984,0,0.863069405,2011
0.68,26.5,44,40,53.7957001,0,0.863069405,2011
0.68,26.5,44,40,53.1775017,0,0.863069405,2011
0.66,26.5,44,40,61.2550011,0,0.863069405,2011
0.66,26.5,44,40,53.6579018,0,0.863069405,2011
0.66,26.5,44,40,47.354599,0,0.863069405,2011
0.72,26.5,44,40,39.1386986,0,0.89408839,2011
0.76,26.8,36,27,45.5117989,0,0.873435444,2011
0.72,27,43,40,44.0050011,0,0.836073009,2011
0.88,26.5,44,40,31.7483997,0,0.804695506,2011
0.72,27,43,40,51.4272995,0,0.836073009,2011
0.7,26.5,44,40,31.0277004,0,0.836073009,2011
0.7,26.5,44,40,38.8190994,0,0.863069405,2011
0.7,26.5,44,40,58.1248016,0,0.863069405,2011
0.74,26.5,44,40,55.6825981,0,0.89408839,2011
0.86,27,43,40,33.547699,0,0.777099783,2011
0.8,26.5,44,40,56.1133003,0,0.786810756,2011
0.74,26.5,44,40,52.2271996,0,0.786810756,2011
0.8,27,43,40,35.7961006,0,0.743171251,2011
0.8,27,43,40,45.8847008,0,0.743171251,2011
0.88,26.5,44,40,39.8331985,0,0.804695506,2011
0.78,26.5,44,40,54.2184982,0,0.743171251,2011
0.64,27,43,40,42.8838005,0,0.889443406,2011
0.86,26.5,44,40,42.7170982,0,0.737017301,2011
0.88,26.5,44,40,44.4090996,0,0.833958769,2011
0.9,26.5,44,40,39.6685982,0,0.833958769,2011
0.9,26.5,44,40,40.3819008,0,0.833958769,2011
0.66,26.5,44,40,40.7386017,0,0.889443406,2011
0.84,26.2,42,39,41.7249985,0,0.804695506,2011
0.86,26.5,44,40,39.6814003,0,0.804695506,2011
0.84,26.2,42,39,17.3313999,0,0.804695506,2011
0.88,26.5,44,40,41.0457001,0,0.804695506,2011
0.84,26.2,42,39,40.2835999,0,0.804695506,2011
0.84,26.2,42,39,33.2901001,0,0.804695506,2011
0.88,26.5,44,40,40.395401,0,0.804695506,2011
0.88,26.5,44,40,28.7094994,0,0.804695506,2011
0.88,26.2,42,39,43.2888985,0,0.862284336,2011
0.86,26.2,42,39,40.1186981,0,0.804695506,2011
0.88,26.2,42,39,34.7531013,0,0.804695506,2011
0.88,26.2,42,39,33.2924995,0,0.804695506,2011
0.88,26.2,42,39,31.0361004,0,0.804695506,2011
0.9,26.2,42,39,42.5433006,0,0.862284336,2011
0.9,26.2,42,39,47.7635994,0,0.862284336,2011
0.9,26.2,42,39,28.3819008,0,0.862284336,2011
0.9,26.2,42,39,25.9570007,0,0.862284336,2011
0.9,26.2,42,39,33.5825996,0,0.862284336,2011
0.9,26.5,44,40,35.7817993,0,0.862284336,2011
0.9,26.5,44,40,50.2099991,0,0.862284336,2011
0.9,26.5,44,40,35.1982994,0,0.862284336,2011
0.9,26.5,44,40,41.7182007,0,0.862284336,2011
0.92,26.5,44,40,42.1897011,0,0.862284336,2011
0.9,26.5,44,40,36.2164001,0,0.862284336,2011
0.92,26.5,44,40,39.8314018,0,0.862284336,2011
0.9,26.5,44,40,37.9390984,0,0.862284336,2011
0.92,26.5,44,40,43.7644997,0,0.862284336,2011
0.92,26.5,44,40,47.0415993,0,0.862284336,2011
0.92,26.5,44,40,46.6487999,0,0.862284336,2011
0.92,26.5,44,40,37.1604996,0,0.862284336,2011
0.88,26.5,44,40,35.1870003,0,0.804695506,2011
0.92,26.5,44,40,35.3681984,0,0.862284336,2011
0.92,26.5,44,40,50.9146996,0,0.862284336,2011
0.92,26.5,44,40,33.1846008,0,0.862284336,2011
0.92,26.5,44,40,38.8568001,0,0.862284336,2011
0.92,26.5,44,40,44.4962006,0,0.862284336,2011
0.92,26.5,44,40,53.1067009,0,0.862284336,2011
0.92,26.5,44,40,52.1175003,0,0.862284336,2011
0.92,26.5,44,40,49.0046005,0,0.862284336,2011
0.92,26.5,44,40,42.6164017,0,0.862284336,2011
0.92,26.5,44,40,42.4015999,0,0.862284336,2011
0.86,26.2,42,39,45.4832001,0,0.804695506,2011
0.92,26.5,44,40,22.4990997,0,0.737017301,2011
0.88,26.5,44,40,39.3978996,0,0.833958769,2011
0.88,26.5,44,40,39.0689011,0,0.833958769,2011
0.88,26.5,44,40,35.5438995,0,0.833958769,2011
0.88,26.5,44,40,31.0247993,0,0.833958769,2011
0.88,26.5,44,40,38.0570984,0,0.833958769,2011
0.88,26.5,44,40,36.4103012,0,0.833958769,2011
0.88,26.5,44,40,30.4580002,0,0.833958769,2011
0.88,26.5,44,40,45.9202003,0,0.833958769,2011
0.88,26.5,44,40,40.5088997,0,0.833958769,2011
0.76,26.8,36,27,44.4268,0,0.974336,2013
0.88,26.5,44,40,43.5082,0,1,2013
0.76,26.5,44,40,61.6957,0,1,2013
0.74,26.5,44,40,56.8233,0,1,2013
0.74,26.5,44,40,52.9437,0,1,2013
0.76,26.5,44,40,48.3369,0,0.934796,2013
0.76,26.5,44,40,45.8663,0,0.934796,2013
0.7,26.5,44,40,44.2266,0,1,2013
0.72,26.5,44,40,42.8064,0,1,2013
0.72,26.5,44,40,41.591,0,1,2013
0.72,26.5,44,40,48.7494,0,1,2013
0.74,26.5,44,40,47.0706,0,1,2013
0.78,26.5,44,40,45.7372,0,0.934796,2013
0.76,26.5,44,40,56.1848,0,1,2013
0.78,26.5,44,40,33.7123,0,0.934796,2013
0.8,26.5,44,40,44.5038,0,0.934796,2013
0.78,26.5,44,40,49.5043,0,0.934796,2013
0.8,26.5,44,40,49.0099,0,0.934796,2013
0.7,26.5,44,40,48.4609,0,1,2013
0.7,26.5,44,40,45.0758,0,1,2013
0.7,26.5,44,40,39.1702,0,1,2013
0.7,26.5,44,40,47.91,0,1,2013
0.7,26.5,44,40,41.7415,0,1,2013
0.7,26.5,44,40,29.638,0,1,2013
0.76,26.5,44,40,67.3837,0,1,2013
0.7,26.5,44,40,34.0777,0,1,2013
0.7,26.5,44,40,39.5781,0,1,2013
0.72,26.5,44,40,38.8585,0,1,2013
0.72,26.5,44,40,48.6953,0,1,2013
0.72,26.5,44,40,48.4437,0,1,2013
0.72,26.5,44,40,47.662,0,1,2013
0.72,26.5,44,40,42.9916,0,1,2013
0.72,26.5,44,40,49.5946,0,1,2013
0.72,26.5,44,40,61.0849,0,1,2013
0.74,26.5,44,40,58.3561,0,1,2013
0.74,26.8,36,27,62.392,0,1,2013
0.74,26.5,44,40,50.0184,0,1,2013
0.74,26.5,44,40,53.5419,0,1,2013
0.74,26.5,44,40,43.3246,0,1,2013
0.74,26.5,44,40,39.5882,0,1,2013
0.76,26.5,44,40,50.4593,0,0.934796,2013
0.78,26.5,44,40,49.0048,0,1,2013
0.78,26.5,44,40,48.9933,0,0.934796,2013
0.54,27.8,35,27,45.193,0,1,2013
0.54,27.8,35,27,36.681,0,1,2013
0.54,27.8,35,27,35.2744,0,1,2013
0.76,27,43,40,56.3227,0,1,2013
0.52,27,42,40,32.0451,0,1,2013
0.52,27,42,40,56.7293,0,1,2013
0.42,26.5,44,40,57.1279,0,1,2013
0.42,26.5,44,40,46.9851,0,1,2013
0.44,26.5,44,40,45.3819,0,1,2013
0.44,26.5,44,40,50.814,0,1,2013
0.44,26.5,44,40,55.6849,0,1,2013
0.44,26.5,44,40,62.7867,0,1,2013
0.44,26.5,44,40,54.4532,0,1,2013
0.44,26.5,44,40,50.4441,0,1,2013
0.82,27,43,40,46.1059,0,1,2013
0.44,26.5,44,40,39.1402,0,1,2013
0.44,26.5,44,40,45.6917,0,1,2013
0.46,26.5,44,40,50.9878,0,1,2013
0.46,26.5,44,40,46.2848,0,1,2013
0.46,26.5,44,40,41.4741,0,1,2013
0.48,26.5,44,40,54.4356,0,1,2013
0.48,26.5,44,40,51.3819,0,1,2013
0.5,26.5,44,40,49.8714,0,1,2013
0.66,29,45,45,51.627,0,1,2013
0.6,29,45,45,51.1551,0,1,2013
0.8,27,43,40,32.8901,0,1,2013
0.58,27.8,35,27,52.9737,0,1,2013
0.58,27.8,35,27,43.6029,0,1,2013
0.58,27.8,35,27,42.5672,0,1,2013
0.58,27.8,35,27,46.5088,0,1,2013
0.58,27.8,35,27,44.449,0,1,2013
0.6,27.8,35,27,40.0129,0,1,2013
0.58,27.8,35,27,44.0609,0,1,2013
0.58,27.8,35,27,38.8506,0,1,2013
0.6,27.8,35,27,46.6318,0,1,2013
0.6,27.8,35,27,42.6657,0,1,2013
0.8,27,43,40,42.6276,0,1,2013
0.64,29,45,45,40.5976,0,1,2013
0.56,27.8,35,27,50.7406,0,1,2013
0.56,27.8,35,27,60.0881,0,1,2013
0.58,27.8,35,27,45.2362,0,1,2013
0.58,27.8,35,27,60.031,0,1,2013
0.56,27.8,35,27,51.1254,0,1,2013
0.56,27.8,35,27,54.3505,0,1,2013
0.56,27.8,35,27,43.5111,0,1,2013
0.56,27.8,35,27,50.462,0,1,2013
0.56,27.8,35,27,51.7948,0,1,2013
0.82,26.5,44,40,46.0544,0,1,2013
0.56,27.8,35,27,53.0256,0,1,2013
0.56,27.8,35,27,50.1388,0,1,2013
0.56,27.8,35,27,32.0818,0,1,2013
0.58,27.8,35,27,42.1371,0,1,2013
0.62,29,45,45,45.4002,0,1,2013
0.6,29,45,45,19.904,0,1,2013
0.7,26.5,44,40,50.3198,0,1,2013
0.7,26.5,44,40,41.2598,0,1,2013
0.72,27,43,40,63.6425,0,1,2013
0.7,26.5,44,40,47.5502,0,1,2013
0.96,26.5,44,40,45.0532,0,1,2013
0.8,26.5,44,40,46.0113,0,0.934796,2013
0.76,26.5,44,40,47.7379,0,1,2013
0.78,26.5,44,40,46.6232,0,1,2013
0.76,26.5,44,40,42.7112,0,1,2013
0.76,26.5,44,40,31.6753,0,1,2013
0.78,26.5,44,40,49.2722,0,0.934796,2013
0.76,26.5,44,40,51.7477,0,0.934796,2013
0.76,26.5,44,40,40.2477,0,0.934796,2013
0.76,26.5,44,40,53.4881,0,0.934796,2013
0.76,26.5,44,40,44.5271,0,0.934796,2013
0.84,26.5,44,40,38.9224,0,1,2013
0.96,26.5,44,40,46.923,0,1,2013
0.76,26.5,44,40,54.0778,0,0.934796,2013
0.78,26.5,44,40,40.7931,0,0.934796,2013
0.8,26.5,44,40,46.0932,0,0.934796,2013
0.76,26.5,44,40,42.0225,0,1,2013
0.78,26.5,44,40,45.2629,0,1,2013
0.78,26.5,44,40,49.6425,0,0.934796,2013
0.78,27,43,40,47.5136,0,0.974336,2013
0.78,27,43,40,50.1796,0,1,2013
0.78,27,43,40,52.2308,0,1,2013
0.78,27,43,40,49.6282,0,1,2013
0.96,26.5,44,40,48.614,0,1,2013
0.78,26.5,44,40,46.06,0,0.974336,2013
0.78,26.5,44,40,43.2727,0,0.974336,2013
0.8,26.5,44,40,55.0859,0,1,2013
0.8,26.5,44,40,50.5041,0,1,2013
0.78,27,43,40,34.9538,0,1,2013
0.72,26.5,44,40,43.8403,0,1,2013
0.76,26.5,44,40,56.2485,0,1,2013
0.74,26.5,44,40,46.5061,0,1,2013
0.74,26.5,44,40,54.7486,0,1,2013
0.74,26.5,44,40,47.1792,0,1,2013
0.96,26.5,44,40,48.0978,0,1,2013
0.74,26.5,44,40,59.5675,0,1,2013
0.78,26.5,44,40,43.7176,0,0.934796,2013
0.78,27,43,40,44.5192,0,0.934796,2013
0.74,26.5,44,40,39.1726,0,1,2013
0.74,26.5,44,40,42.0553,0,1,2013
0.72,26.5,44,40,46.5565,0,1,2013
0.76,26.5,44,40,43.6226,0,0.934796,2013
0.74,26.5,44,40,55.104,0,1,2013
0.68,26.5,44,40,46.6578,0,1,2013
0.68,26.5,44,40,50.2614,0,1,2013
0.92,26.5,44,40,39.092,0,0.928022,2013
0.68,26.5,44,40,46.12,0,1,2013
0.66,26.5,44,40,46.8776,0,1,2013
0.7,26.5,44,40,37.1896,0,1,2013
0.72,26.5,44,40,46.0794,0,1,2013
0.68,26.5,44,40,41.4471,0,1,2013
0.7,26.5,44,40,43.0174,0,1,2013
0.7,26.5,44,40,44.0617,0,1,2013
0.68,26.5,44,40,49.917,0,1,2013
0.68,26.5,44,40,31.2742,0,1,2013
0.68,26.5,44,40,35.7762,0,1,2013
0.9,26.5,44,40,50.6767,0,0.928022,2013
0.7,26.5,44,40,34.8669,0,1,2013
0.68,26.5,44,40,43.5873,0,1,2013
0.68,26.5,44,40,44.3528,0,1,2013
0.7,26.5,44,40,48.8044,0,1,2013
0.7,26.5,44,40,43.4033,0,1,2013
0.7,26.5,44,40,46.2095,0,1,2013
0.7,26.5,44,40,43.294,0,1,2013
0.72,26.8,36,27,49.2806,0,1,2013
0.68,26.5,44,40,45.3003,0,1,2013
0.68,26.5,44,40,40.0762,0,1,2013
0.9,26.5,44,40,47.2993,0,0.928022,2013
0.68,26.5,44,40,44.6898,0,1,2013
0.68,26.5,44,40,35.7945,0,1,2013
0.68,26.5,44,40,40.7924,0,1,2013
0.68,26.5,44,40,42.043,0,1,2013
0.9,26.5,44,40,53.5614,0,0.928022,2013
0.78,26.8,36,27,47.8355,0,0.974336,2013
0.78,26.8,36,27,44.9818,0,0.974336,2013
0.8,26.5,44,40,49.443,0,0.974336,2013
0.84,26.5,44,40,39.4835,0,1,2013
0.8,26.5,44,40,46.8438,0,0.974336,2013
0.78,26.8,36,27,43.3026,0,0.974336,2013
0.8,26.8,36,27,51.4329,0,0.974336,2013
0.76,27,43,40,50.7334,0,0.974336,2013
0.8,26.5,44,40,46.4867,0,1,2013
0.72,26.5,44,40,41.4078,0,1,2013
0.68,26.5,44,40,55.2741,0,1,2013
0.68,26.5,44,40,42.3995,0,1,2013
0.68,26.5,44,40,48.7954,0,1,2013
0.68,26.5,44,40,44.139,0,1,2013
0.8,26.2,42,39,35.3548,0,1,2013
0.68,26.5,44,40,45.723,0,1,2013
0.7,26.5,44,40,47.9794,0,1,2013
0.68,26.5,44,40,40.1461,0,1,2013
0.68,26.5,44,40,41.9335,0,1,2013
0.68,26.5,44,40,47.826,0,1,2013
0.68,26.5,44,40,38.9211,0,1,2013
0.68,26.5,44,40,39.0172,0,1,2013
0.68,26.5,44,40,56.3874,0,1,2013
0.68,26.5,44,40,39.5542,0,1,2013
0.68,26.5,44,40,37.0758,0,1,2013
0.8,27,43,40,40.5738,0,1,2013
0.68,26.5,44,40,44.8195,0,1,2013
0.68,26.5,44,40,36.1664,0,1,2013
0.68,26.5,44,40,43.3562,0,1,2013
0.68,26.5,44,40,38.6368,0,1,2013
0.68,26.5,44,40,37.225,0,1,2013
0.68,26.5,44,40,35.7839,0,1,2013
0.68,26.5,44,40,39.3446,0,1,2013
0.68,26.5,44,40,36.6723,0,1,2013
0.68,26.5,44,40,30.8372,0,1,2013
0.68,26.5,44,40,34.6245,0,1,2013
0.76,27,43,40,50.6247,0,1,2013
0.68,26.5,44,40,33.8081,0,1,2013
0.7,26.5,44,40,34.8,0,1,2013
0.68,26.5,44,40,46.3658,0,1,2013
0.68,26.5,44,40,43.7716,0,1,2013
0.7,26.5,44,40,49.5102,0,1,2013
0.72,26.8,36,27,46.9921,0,1,2013
0.72,26.5,44,40,46.5372,0,1,2013
0.68,26.5,44,40,40.8166,0,1,2013
0.66,26.5,44,40,41.8318,0,1,2013
0.66,26.5,44,40,42.3583,0,1,2013
0.78,27,43,40,49.1483,0,1,2013
0.66,26.5,44,40,45.9724,0,1,2013
0.58,27,43,40,43.9173,0,1,2013
0.68,26.5,44,40,28.7006,0,1,2013
0.68,26.5,44,40,48.7092,0,1,2013
0.68,26.5,44,40,43.7743,0,1,2013
0.68,26.5,44,40,41.4336,0,1,2013
0.78,27,43,40,50.6479,0,0.934796,2013
0.76,26.5,44,40,48.372,0,0.934796,2013
0.76,26.5,44,40,55.0725,0,0.934796,2013
0.8,26.5,44,40,55.7043,0,0.934796,2013
0.78,26.5,44,40,47.2757,0,1,2013
0.8,26.5,44,40,34.45,0,0.934796,2013
0.8,26.5,44,40,55.6071,0,0.934796,2013
0.78,26.5,44,40,41.9669,0,0.934796,2013
0.78,27,43,40,47.7807,0,0.934796,2013
0.78,27,43,40,49.0916,0,0.934796,2013
0.78,27,43,40,39.1144,0,0.934796,2013
0.78,27,43,40,40.7241,0,0.934796,2013
0.78,27,43,40,44.4287,0,0.934796,2013
0.78,26.5,44,40,55.6021,0,0.934796,2013
0.78,26.5,44,40,51.7278,0,0.934796,2013
0.8,27,43,40,41.6663,0,1,2013
0.78,26.5,44,40,44.3501,0,0.934796,2013
0.76,26.5,44,40,49.6525,0,1,2013
0.78,26.5,44,40,37.4765,0,0.934796,2013
0.8,26.5,44,40,55.6859,0,0.934796,2013
0.78,27,43,40,41.64,0,0.934796,2013
0.76,26.5,44,40,48.2456,0,0.934796,2013
0.7,26.5,44,40,38.6944,0,1,2013
0.7,26.5,44,40,54.6313,0,1,2013
0.72,26.5,44,40,21.3758,0,1,2013
0.72,26.5,44,40,52.3362,0,1,2013
0.48,26.5,44,40,50.0195,0,0.930906,2015
0.48,26.5,44,40,40.9422,0,0.930906,2015
0.48,26.5,44,40,46.0974,0,0.930906,2015
0.68,26.5,44,40,51.5955,0,0.995109,2015
0.66,26.5,44,40,61.255,0,0.995109,2015
0.74,26.5,44,40,58.0844,0,0.980315,2015
0.74,26.2,42,39,47.058,0,0.903093,2015
0.46,26.5,44,40,50.1055,0,0.809484,2017
0.92,26.5,44,40,37.5411,0,0.76805,2017
0.9,26,39,29,27.5979996,0,1,2018
0.9,26,39,29,29.5212994,0,1,2018
0.9,26.5,44,40,31.6460991,0,1,2018
0.86,27,43,40,44.8899994,0,0.838013918,2018
0.88,26.5,44,40,51.6777,0,0.770613759,2018
0.86,26.5,44,40,44.8250008,0,0.770613759,2018
0.88,26.5,44,40,58.7919998,0,0.770613759,2018
0.56,26.5,44,40,34.2050018,0,0.810339978,2018
0.56,27.8,35,27,47.3302994,0,0.747568147,2018
